Key: 9003, Value: 73687
Key: 3110, Value: 60949
Key: 6111, Value: 42568
Key: 6111, Value: 33825
Key: 9112, Value: 13170
Key: 9112, Value: 86043
Key: 9112, Value: 68411
Key: 7113, Value: 23109
Key: 7113, Value: 59448
Key: 2113, Value: 41249
Key: 3114, Value: 48962
Key: 3114, Value: 33362
Key: 4114, Value: 81097
Key: 4114, Value: 6551
Key: 116, Value: 12989
Key: 9116, Value: 56002
Key: 6117, Value: 31968
Key: 119, Value: 80457
Key: 7119, Value: 31999
Key: 119, Value: 51288
Key: 119, Value: 68247
Key: 121, Value: 52075
Key: 8122, Value: 72831
Key: 4122, Value: 45550
Key: 4122, Value: 50249
Key: 5122, Value: 20680
Key: 5122, Value: 77186
Key: 5124, Value: 15901
Key: 7124, Value: 65055
Key: 5124, Value: 3450
Key: 125, Value: 86894
Key: 1126, Value: 51184
Key: 4128, Value: 81128
Key: 128, Value: 68186
Key: 128, Value: 85091
Key: 128, Value: 51911
Key: 4129, Value: 36452
Key: 1133, Value: 46799
Key: 4133, Value: 8763
Key: 1133, Value: 70174
Key: 2134, Value: 49812
Key: 2134, Value: 58026
Key: 8138, Value: 46249
Key: 2139, Value: 14731
Key: 9141, Value: 81848
Key: 3143, Value: 39847
Key: 145, Value: 31618
Key: 9146, Value: 50420
Key: 9146, Value: 51970
Key: 2147, Value: 62380
Key: 8148, Value: 14650
Key: 5148, Value: 20668
Key: 8148, Value: 65715
Key: 8148, Value: 40531
Key: 2149, Value: 75899
Key: 8149, Value: 3747
Key: 149, Value: 18834
Key: 3150, Value: 10853
Key: 9151, Value: 46144
Key: 9151, Value: 67322
Key: 3155, Value: 40646
Key: 5156, Value: 99581
Key: 5156, Value: 7169
Key: 8161, Value: 21599
Key: 168, Value: 29347
Key: 168, Value: 93781
Key: 1170, Value: 66664
Key: 1170, Value: 4522
Key: 8171, Value: 50874
Key: 8171, Value: 57017
Key: 7172, Value: 88760
Key: 172, Value: 78899
Key: 6172, Value: 35982
Key: 1172, Value: 68679
Key: 6173, Value: 35595
Key: 6173, Value: 29390
Key: 6174, Value: 46409
Key: 8174, Value: 92528
Key: 8174, Value: 51877
Key: 6174, Value: 19838
Key: 3175, Value: 42029
Key: 8177, Value: 61370
Key: 4177, Value: 16348
Key: 9181, Value: 99583
Key: 181, Value: 32774
Key: 4183, Value: 53664
Key: 183, Value: 51251
Key: 6184, Value: 17348
Key: 5184, Value: 7019
Key: 7185, Value: 91144
Key: 3188, Value: 901
Key: 6191, Value: 79401
Key: 1191, Value: 36280
Key: 1191, Value: 29821
Key: 197, Value: 2276
Key: 4199, Value: 80007
Key: 9199, Value: 59911
Key: 1201, Value: 54598
Key: 1201, Value: 56719
Key: 1201, Value: 61623
Key: 6201, Value: 35798
Key: 4202, Value: 93709
Key: 1202, Value: 57150
Key: 7202, Value: 15598
Key: 7202, Value: 50578
Key: 4202, Value: 59044
Key: 6206, Value: 36448
Key: 4206, Value: 47033
Key: 6206, Value: 59930
Key: 6211, Value: 15451
Key: 9212, Value: 67005
Key: 1212, Value: 66226
Key: 5213, Value: 28408
Key: 5213, Value: 29035
Key: 5214, Value: 58250
Key: 4216, Value: 74814
Key: 221, Value: 82041
Key: 6223, Value: 11542
Key: 6223, Value: 2484
Key: 2223, Value: 50675
Key: 1224, Value: 91825
Key: 8224, Value: 26007
Key: 6225, Value: 19280
Key: 226, Value: 52297
Key: 226, Value: 97168
Key: 7226, Value: 74093
Key: 226, Value: 86370
Key: 8226, Value: 75318
Key: 7226, Value: 25274
Key: 226, Value: 23858
Key: 226, Value: 36858
Key: 226, Value: 73794
Key: 1228, Value: 28519
Key: 3228, Value: 44448
Key: 1228, Value: 48070
Key: 1228, Value: 34581
Key: 5230, Value: 55441
Key: 5232, Value: 7709
Key: 5232, Value: 25911
Key: 3235, Value: 12961
Key: 3239, Value: 77729
Key: 3239, Value: 33759
Key: 3241, Value: 35248
Key: 7245, Value: 1474
Key: 4245, Value: 67961
Key: 6247, Value: 36590
Key: 247, Value: 34574
Key: 4250, Value: 72068
Key: 2251, Value: 69807
Key: 9251, Value: 63534
Key: 256, Value: 83725
Key: 9258, Value: 62073
Key: 6260, Value: 47185
Key: 3275, Value: 92417
Key: 8275, Value: 72269
Key: 1278, Value: 96925
Key: 1278, Value: 8968
Key: 1278, Value: 95454
Key: 1278, Value: 23953
Key: 1278, Value: 56748
Key: 3281, Value: 98500
Key: 8281, Value: 53746
Key: 1283, Value: 15718
Key: 6283, Value: 89657
Key: 6283, Value: 4574
Key: 1283, Value: 32182
Key: 1283, Value: 28027
Key: 1283, Value: 27816
Key: 6284, Value: 83203
Key: 4285, Value: 3835
Key: 8287, Value: 5757
Key: 1290, Value: 79768
Key: 5290, Value: 56284
Key: 1290, Value: 87883
Key: 8292, Value: 11062
Key: 8292, Value: 94852
Key: 8292, Value: 25185
Key: 3294, Value: 5937
Key: 4296, Value: 49610
Key: 4296, Value: 79028
Key: 9297, Value: 37259
Key: 5297, Value: 34313
Key: 3297, Value: 87337
Key: 7297, Value: 77995
Key: 9297, Value: 15380
Key: 1300, Value: 79622
Key: 5302, Value: 87820
Key: 8302, Value: 38050
Key: 8302, Value: 16076
Key: 4303, Value: 26778
Key: 4303, Value: 61019
Key: 6304, Value: 55734
Key: 4305, Value: 12415
Key: 4305, Value: 43750
Key: 4306, Value: 11070
Key: 4307, Value: 15860
Key: 309, Value: 86791
Key: 309, Value: 74042
Key: 4309, Value: 5889
Key: 1310, Value: 49179
Key: 1310, Value: 79953
Key: 2310, Value: 67318
Key: 3315, Value: 55900
Key: 1315, Value: 66098
Key: 1315, Value: 52279
Key: 1315, Value: 80146
Key: 3315, Value: 90362
Key: 319, Value: 14343
Key: 7320, Value: 78793
Key: 9320, Value: 43553
Key: 3323, Value: 45180
Key: 3333, Value: 61506
Key: 6333, Value: 37756
Key: 8338, Value: 47016
Key: 8338, Value: 44460
Key: 2339, Value: 90479
Key: 9339, Value: 48897
Key: 4340, Value: 77620
Key: 4340, Value: 71857
Key: 2340, Value: 35263
Key: 340, Value: 4257
Key: 4340, Value: 50506
Key: 340, Value: 54438
Key: 7340, Value: 84136
Key: 8341, Value: 29973
Key: 8341, Value: 26904
Key: 2342, Value: 96821
Key: 4343, Value: 65140
Key: 343, Value: 47420
Key: 343, Value: 13911
Key: 1350, Value: 22523
Key: 7350, Value: 92207
Key: 4351, Value: 50044
Key: 4351, Value: 93656
Key: 5352, Value: 39208
Key: 8352, Value: 9334
Key: 8352, Value: 55709
Key: 5353, Value: 87260
Key: 355, Value: 16099
Key: 4356, Value: 91621
Key: 3357, Value: 47545
Key: 7357, Value: 91149
Key: 6358, Value: 10935
Key: 6358, Value: 53507
Key: 3359, Value: 47027
Key: 3360, Value: 53989
Key: 4360, Value: 3031
Key: 6361, Value: 69455
Key: 6362, Value: 62737
Key: 362, Value: 52215
Key: 5368, Value: 54248
Key: 5368, Value: 72921
Key: 4369, Value: 70370
Key: 8372, Value: 70994
Key: 4372, Value: 4716
Key: 4372, Value: 28347
Key: 6374, Value: 46140
Key: 7374, Value: 18056
Key: 7374, Value: 14022
Key: 5375, Value: 56877
Key: 3375, Value: 36394
Key: 3376, Value: 43425
Key: 1377, Value: 28340
Key: 2377, Value: 12938
Key: 2377, Value: 11381
Key: 7378, Value: 36953
Key: 1384, Value: 1388
Key: 1384, Value: 66730
Key: 9385, Value: 19324
Key: 9385, Value: 17496
Key: 5385, Value: 67188
Key: 1386, Value: 15247
Key: 1387, Value: 19388
Key: 2387, Value: 54028
Key: 1387, Value: 98953
Key: 2391, Value: 19299
Key: 5391, Value: 57293
Key: 2391, Value: 96886
Key: 5391, Value: 59331
Key: 5391, Value: 32474
Key: 5393, Value: 29919
Key: 9397, Value: 36143
Key: 400, Value: 38579
Key: 4401, Value: 83799
Key: 3406, Value: 11410
Key: 3406, Value: 88692
Key: 2406, Value: 99139
Key: 3408, Value: 794
Key: 9408, Value: 96711
Key: 412, Value: 56929
Key: 5415, Value: 81058
Key: 5417, Value: 67224
Key: 8417, Value: 49926
Key: 5417, Value: 99409
Key: 5418, Value: 17914
Key: 5418, Value: 32672
Key: 1425, Value: 70048
Key: 9425, Value: 40460
Key: 7426, Value: 27817
Key: 7426, Value: 95001
Key: 7429, Value: 78163
Key: 1430, Value: 12682
Key: 7432, Value: 26737
Key: 3433, Value: 42223
Key: 9434, Value: 83646
Key: 9434, Value: 97013
Key: 9434, Value: 80885
Key: 7435, Value: 44543
Key: 436, Value: 63112
Key: 437, Value: 66446
Key: 2438, Value: 7751
Key: 2438, Value: 16626
Key: 2438, Value: 28760
Key: 444, Value: 23668
Key: 444, Value: 41429
Key: 9444, Value: 82642
Key: 9444, Value: 30309
Key: 444, Value: 60825
Key: 4445, Value: 69256
Key: 1448, Value: 28895
Key: 1448, Value: 64677
Key: 6449, Value: 1990
Key: 5453, Value: 69736
Key: 5453, Value: 57290
Key: 8453, Value: 31130
Key: 8453, Value: 15093
Key: 4454, Value: 65704
Key: 4454, Value: 41589
Key: 9456, Value: 76529
Key: 9456, Value: 5546
Key: 456, Value: 73953
Key: 4458, Value: 72948
Key: 5458, Value: 91750
Key: 7458, Value: 47707
Key: 7458, Value: 30691
Key: 7458, Value: 65574
Key: 5462, Value: 46699
Key: 5463, Value: 96959
Key: 9465, Value: 46045
Key: 465, Value: 71445
Key: 2466, Value: 34413
Key: 2466, Value: 67825
Key: 6467, Value: 52288
Key: 9467, Value: 89686
Key: 8467, Value: 12391
Key: 8467, Value: 37914
Key: 9467, Value: 2752
Key: 9467, Value: 25398
Key: 9469, Value: 6858
Key: 9469, Value: 60902
Key: 9469, Value: 85047
Key: 1472, Value: 58761
Key: 2473, Value: 4538
Key: 475, Value: 8794
Key: 2475, Value: 45498
Key: 478, Value: 25432
Key: 6479, Value: 86155
Key: 1479, Value: 40095
Key: 4480, Value: 94322
Key: 9480, Value: 34695
Key: 4480, Value: 64019
Key: 5481, Value: 69895
Key: 4482, Value: 54512
Key: 4482, Value: 96068
Key: 7482, Value: 34913
Key: 4486, Value: 14659
Key: 488, Value: 49976
Key: 4490, Value: 96168
Key: 4490, Value: 26880
Key: 7490, Value: 80288
Key: 7492, Value: 22157
Key: 9494, Value: 91824
Key: 1494, Value: 70283
Key: 1494, Value: 89043
Key: 9494, Value: 39612
Key: 499, Value: 72634
Key: 2501, Value: 28390
Key: 2501, Value: 7282
Key: 5501, Value: 45147
Key: 2501, Value: 50581
Key: 7502, Value: 94937
Key: 2503, Value: 78987
Key: 4504, Value: 49193
Key: 8505, Value: 93582
Key: 9507, Value: 71646
Key: 7507, Value: 63103
Key: 5508, Value: 58183
Key: 5508, Value: 9309
Key: 5508, Value: 12766
Key: 6511, Value: 55528
Key: 7512, Value: 88157
Key: 7512, Value: 150
Key: 6513, Value: 30108
Key: 6513, Value: 27784
Key: 513, Value: 72038
Key: 7515, Value: 23890
Key: 6517, Value: 94989
Key: 522, Value: 45654
Key: 4523, Value: 78080
Key: 4523, Value: 90647
Key: 8524, Value: 55925
Key: 6526, Value: 48872
Key: 527, Value: 13349
Key: 527, Value: 99506
Key: 1529, Value: 86561
Key: 1529, Value: 4538
Key: 2530, Value: 71525
Key: 3530, Value: 47082
Key: 9532, Value: 69374
Key: 9532, Value: 36568
Key: 9532, Value: 42106
Key: 2533, Value: 75157
Key: 2534, Value: 51078
Key: 2534, Value: 28414
Key: 538, Value: 81223
Key: 4538, Value: 72851
Key: 4542, Value: 64960
Key: 6548, Value: 98094
Key: 550, Value: 4370
Key: 8550, Value: 34465
Key: 7553, Value: 83389
Key: 9557, Value: 87272
Key: 8557, Value: 22940
Key: 8557, Value: 77115
Key: 9558, Value: 55765
Key: 9558, Value: 97918
Key: 8558, Value: 13035
Key: 8558, Value: 88835
Key: 9562, Value: 72001
Key: 1570, Value: 87534
Key: 1570, Value: 63543
Key: 8573, Value: 19003
Key: 1573, Value: 73577
Key: 7573, Value: 90376
Key: 1575, Value: 66342
Key: 7576, Value: 46740
Key: 5577, Value: 15826
Key: 5577, Value: 31081
Key: 1578, Value: 11135
Key: 1578, Value: 58560
Key: 6579, Value: 87518
Key: 7579, Value: 57663
Key: 5580, Value: 22807
Key: 4580, Value: 91866
Key: 7581, Value: 62650
Key: 7585, Value: 49184
Key: 7585, Value: 63256
Key: 587, Value: 73494
Key: 3588, Value: 8908
Key: 5588, Value: 31126
Key: 2590, Value: 40499
Key: 7590, Value: 80646
Key: 5591, Value: 19550
Key: 1591, Value: 26058
Key: 5593, Value: 63632
Key: 8595, Value: 53015
Key: 8595, Value: 74666
Key: 8600, Value: 89132
Key: 9601, Value: 13194
Key: 6601, Value: 15148
Key: 1601, Value: 74141
Key: 8602, Value: 50921
Key: 8602, Value: 35837
Key: 9606, Value: 90577
Key: 6607, Value: 71037
Key: 9607, Value: 4579
Key: 8609, Value: 6787
Key: 8609, Value: 23782
Key: 4609, Value: 41489
Key: 4609, Value: 44794
Key: 7610, Value: 19210
Key: 7610, Value: 701
Key: 6612, Value: 80395
Key: 1613, Value: 57927
Key: 1613, Value: 21697
Key: 1613, Value: 12908
Key: 6615, Value: 25535
Key: 6615, Value: 51436
Key: 5615, Value: 30023
Key: 5615, Value: 48727
Key: 7615, Value: 72586
Key: 9616, Value: 40499
Key: 5618, Value: 10230
Key: 4618, Value: 37273
Key: 2619, Value: 31074
Key: 7620, Value: 28146
Key: 621, Value: 46448
Key: 1624, Value: 43974
Key: 2625, Value: 31734
Key: 2625, Value: 51793
Key: 625, Value: 41083
Key: 6627, Value: 55748
Key: 3631, Value: 69025
Key: 3631, Value: 46536
Key: 7632, Value: 32755
Key: 7632, Value: 64175
Key: 1633, Value: 71012
Key: 6633, Value: 92835
Key: 6634, Value: 84763
Key: 3635, Value: 39198
Key: 1635, Value: 11619
Key: 3635, Value: 82345
Key: 1635, Value: 27671
Key: 2638, Value: 11853
Key: 3638, Value: 1680
Key: 3640, Value: 45688
Key: 3640, Value: 23149
Key: 9645, Value: 83290
Key: 9645, Value: 84646
Key: 9645, Value: 61458
Key: 9645, Value: 56930
Key: 1646, Value: 42949
Key: 5648, Value: 65067
Key: 5648, Value: 69533
Key: 8649, Value: 39618
Key: 8649, Value: 65199
Key: 1651, Value: 51587
Key: 2651, Value: 92409
Key: 1651, Value: 55494
Key: 3655, Value: 91952
Key: 7655, Value: 5351
Key: 655, Value: 17508
Key: 7655, Value: 21119
Key: 6656, Value: 9894
Key: 6656, Value: 85835
Key: 3661, Value: 46457
Key: 3661, Value: 80187
Key: 3661, Value: 5973
Key: 3661, Value: 33316
Key: 8661, Value: 13667
Key: 9662, Value: 60823
Key: 4664, Value: 58324
Key: 4664, Value: 596
Key: 2665, Value: 72177
Key: 4666, Value: 80210
Key: 4666, Value: 45749
Key: 8668, Value: 53035
Key: 4670, Value: 8756
Key: 4670, Value: 8056
Key: 4676, Value: 36692
Key: 8676, Value: 78662
Key: 8677, Value: 60761
Key: 678, Value: 79796
Key: 1679, Value: 50379
Key: 7679, Value: 72836
Key: 9680, Value: 15650
Key: 5683, Value: 26683
Key: 684, Value: 96185
Key: 9684, Value: 68853
Key: 9685, Value: 15612
Key: 9685, Value: 23231
Key: 1685, Value: 65064
Key: 8687, Value: 14227
Key: 7687, Value: 69972
Key: 2691, Value: 25623
Key: 3692, Value: 13711
Key: 1692, Value: 4549
Key: 1692, Value: 19868
Key: 4695, Value: 45937
Key: 4695, Value: 68132
Key: 696, Value: 73087
Key: 1696, Value: 89076
Key: 1696, Value: 98479
Key: 6696, Value: 16924
Key: 696, Value: 58653
Key: 3697, Value: 36789
Key: 3697, Value: 63395
Key: 7698, Value: 68328
Key: 5699, Value: 47812
Key: 6700, Value: 13410
Key: 9701, Value: 2955
Key: 9701, Value: 20230
Key: 5702, Value: 1102
Key: 1705, Value: 28575
Key: 1705, Value: 82016
Key: 2705, Value: 99590
Key: 2706, Value: 85271
Key: 1706, Value: 43267
Key: 5706, Value: 9990
Key: 4710, Value: 41833
Key: 4712, Value: 77387
Key: 4714, Value: 28676
Key: 4714, Value: 57129
Key: 7716, Value: 77156
Key: 4718, Value: 74979
Key: 4718, Value: 185
Key: 4718, Value: 12455
Key: 3719, Value: 25087
Key: 2719, Value: 48994
Key: 4722, Value: 59755
Key: 4722, Value: 58424
Key: 3725, Value: 14457
Key: 8727, Value: 76773
Key: 7727, Value: 40465
Key: 2729, Value: 55658
Key: 9733, Value: 67458
Key: 7736, Value: 78210
Key: 2738, Value: 36320
Key: 1739, Value: 32272
Key: 740, Value: 38537
Key: 740, Value: 10761
Key: 5740, Value: 76419
Key: 2741, Value: 12577
Key: 4743, Value: 31701
Key: 9746, Value: 62741
Key: 4747, Value: 39283
Key: 9748, Value: 54817
Key: 7748, Value: 31970
Key: 5748, Value: 31806
Key: 5748, Value: 79585
Key: 5750, Value: 45918
Key: 5754, Value: 97517
Key: 5754, Value: 1410
Key: 2755, Value: 59208
Key: 2758, Value: 63970
Key: 4760, Value: 85033
Key: 767, Value: 43977
Key: 5768, Value: 42104
Key: 5768, Value: 42779
Key: 7768, Value: 59415
Key: 770, Value: 27248
Key: 4771, Value: 29246
Key: 4771, Value: 70550
Key: 7772, Value: 45293
Key: 7772, Value: 49957
Key: 7772, Value: 43272
Key: 3773, Value: 26869
Key: 3773, Value: 17784
Key: 1775, Value: 58057
Key: 5776, Value: 75951
Key: 5776, Value: 60752
Key: 8776, Value: 74477
Key: 5777, Value: 51960
Key: 6777, Value: 69009
Key: 5777, Value: 66883
Key: 7780, Value: 6765
Key: 3780, Value: 3129
Key: 6780, Value: 84345
Key: 8784, Value: 65966
Key: 4796, Value: 22905
Key: 4796, Value: 76557
Key: 9805, Value: 14793
Key: 9805, Value: 4420
Key: 2808, Value: 82780
Key: 4808, Value: 81280
Key: 5809, Value: 67102
Key: 4810, Value: 25824
Key: 810, Value: 68855
Key: 4810, Value: 25161
Key: 810, Value: 71036
Key: 4810, Value: 25116
Key: 5813, Value: 35430
Key: 5813, Value: 40332
Key: 8813, Value: 22662
Key: 6814, Value: 79924
Key: 4814, Value: 37906
Key: 8819, Value: 72
Key: 2820, Value: 86349
Key: 2820, Value: 86470
Key: 4821, Value: 84882
Key: 1822, Value: 12947
Key: 4822, Value: 75590
Key: 6825, Value: 89812
Key: 1825, Value: 20683
Key: 7829, Value: 44410
Key: 830, Value: 28989
Key: 6832, Value: 41171
Key: 3833, Value: 72609
Key: 3833, Value: 79972
Key: 6834, Value: 23868
Key: 4836, Value: 82515
Key: 4836, Value: 4944
Key: 6839, Value: 19089
Key: 6839, Value: 70743
Key: 9840, Value: 37636
Key: 6841, Value: 93307
Key: 4845, Value: 67238
Key: 8847, Value: 82585
Key: 6847, Value: 21032
Key: 8847, Value: 65045
Key: 7848, Value: 45652
Key: 5850, Value: 37415
Key: 8851, Value: 53233
Key: 3851, Value: 21504
Key: 2854, Value: 96998
Key: 2854, Value: 56427
Key: 5855, Value: 59559
Key: 8856, Value: 25582
Key: 856, Value: 62220
Key: 9858, Value: 48620
Key: 9858, Value: 24580
Key: 7860, Value: 95880
Key: 3860, Value: 89204
Key: 3860, Value: 37561
Key: 5864, Value: 65473
Key: 9868, Value: 4490
Key: 1869, Value: 77383
Key: 870, Value: 5278
Key: 870, Value: 16540
Key: 9871, Value: 40403
Key: 8876, Value: 66616
Key: 7877, Value: 66575
Key: 3877, Value: 57099
Key: 7877, Value: 11804
Key: 8880, Value: 42057
Key: 7880, Value: 90387
Key: 7880, Value: 78938
Key: 6883, Value: 25915
Key: 885, Value: 24651
Key: 3885, Value: 79177
Key: 3886, Value: 60158
Key: 3886, Value: 28363
Key: 887, Value: 10708
Key: 8894, Value: 69141
Key: 2894, Value: 10945
Key: 8894, Value: 45835
Key: 9895, Value: 22103
Key: 9895, Value: 37010
Key: 5899, Value: 60545
Key: 899, Value: 10551
Key: 3905, Value: 92428
Key: 3905, Value: 47301
Key: 6906, Value: 134
Key: 6906, Value: 5178
Key: 6906, Value: 30040
Key: 4908, Value: 8378
Key: 2909, Value: 27897
Key: 913, Value: 58243
Key: 914, Value: 59917
Key: 5914, Value: 54983
Key: 914, Value: 25272
Key: 9914, Value: 10054
Key: 8916, Value: 30407
Key: 3917, Value: 33837
Key: 6917, Value: 87285
Key: 9918, Value: 92552
Key: 4918, Value: 79994
Key: 3921, Value: 42366
Key: 7922, Value: 66024
Key: 924, Value: 27775
Key: 8925, Value: 62571
Key: 8925, Value: 94158
Key: 1927, Value: 99788
Key: 1928, Value: 82263
Key: 1928, Value: 74540
Key: 1928, Value: 21904
Key: 8930, Value: 5513
Key: 9931, Value: 9401
Key: 1931, Value: 89441
Key: 934, Value: 36932
Key: 9936, Value: 13172
Key: 9936, Value: 90369
Key: 2939, Value: 83136
Key: 2939, Value: 27291
Key: 8943, Value: 24712
Key: 943, Value: 99493
Key: 6943, Value: 74571
Key: 943, Value: 80719
Key: 943, Value: 1064
Key: 1944, Value: 62163
Key: 9945, Value: 85730
Key: 3945, Value: 78525
Key: 949, Value: 91915
Key: 4949, Value: 38888
Key: 2949, Value: 55953
Key: 7949, Value: 73669
Key: 7949, Value: 65453
Key: 4949, Value: 98154
Key: 3950, Value: 32688
Key: 2951, Value: 74054
Key: 3951, Value: 70076
Key: 4952, Value: 55800
Key: 3952, Value: 91343
Key: 4952, Value: 31730
Key: 5953, Value: 69008
Key: 6954, Value: 30911
Key: 6954, Value: 48069
Key: 6954, Value: 46896
Key: 6954, Value: 88766
Key: 1956, Value: 82893
Key: 6957, Value: 27359
Key: 2957, Value: 13230
Key: 6957, Value: 74117
Key: 6958, Value: 16235
Key: 959, Value: 31052
Key: 6960, Value: 33643
Key: 8964, Value: 24372
Key: 8964, Value: 65407
Key: 4964, Value: 78052
Key: 9966, Value: 93992
Key: 3968, Value: 17498
Key: 7968, Value: 20742
Key: 9970, Value: 91675
Key: 9970, Value: 57375
Key: 9970, Value: 20748
Key: 5971, Value: 78926
Key: 972, Value: 71228
Key: 2972, Value: 64395
Key: 2974, Value: 1328
Key: 2976, Value: 93703
Key: 7977, Value: 84393
Key: 4977, Value: 13191
Key: 4977, Value: 37922
Key: 7977, Value: 11693
Key: 6978, Value: 95177
Key: 9978, Value: 20715
Key: 3979, Value: 16352
Key: 3979, Value: 6722
Key: 6980, Value: 98684
Key: 6980, Value: 1389
Key: 6980, Value: 81287
Key: 3980, Value: 94994
Key: 7981, Value: 71865
Key: 7983, Value: 13153
Key: 7983, Value: 37108
Key: 5984, Value: 99711
Key: 5985, Value: 89533
Key: 1989, Value: 6321
Key: 9999, Value: 56634
