Key: 3004, Value: 87223
Key: 654, Value: 20979
Key: 5657, Value: 80165
Key: 1658, Value: 55224
Key: 4666, Value: 17664
Key: 2683, Value: 26313
Key: 5693, Value: 46915
Key: 5693, Value: 67391
Key: 2694, Value: 10629
Key: 2694, Value: 28144
Key: 704, Value: 43121
Key: 704, Value: 64222
Key: 5706, Value: 64020
Key: 5706, Value: 68988
Key: 5706, Value: 81992
Key: 3711, Value: 20331
Key: 6713, Value: 48077
Key: 3713, Value: 90636
Key: 5723, Value: 21363
Key: 3724, Value: 54023
Key: 2734, Value: 39266
Key: 2736, Value: 90481
Key: 2738, Value: 35493
Key: 1749, Value: 29913
Key: 9754, Value: 99651
Key: 2755, Value: 25473
Key: 9770, Value: 71106
Key: 1774, Value: 24674
Key: 7776, Value: 25093
Key: 7776, Value: 33119
Key: 8777, Value: 22120
Key: 6777, Value: 61800
Key: 1779, Value: 51487
Key: 9780, Value: 13926
Key: 7780, Value: 60904
Key: 9784, Value: 71570
Key: 9784, Value: 53684
Key: 7796, Value: 48032
Key: 796, Value: 81771
Key: 6800, Value: 47457
Key: 5806, Value: 33248
Key: 5806, Value: 13981
Key: 9813, Value: 48827
Key: 5813, Value: 8242
Key: 2814, Value: 31904
Key: 7819, Value: 37151
Key: 3821, Value: 3745
Key: 7828, Value: 2878
Key: 8829, Value: 48334
Key: 8829, Value: 24989
Key: 835, Value: 63582
Key: 835, Value: 56781
Key: 2841, Value: 93513
Key: 2844, Value: 52332
Key: 848, Value: 70396
Key: 2853, Value: 98373
Key: 6866, Value: 23825
Key: 1870, Value: 47293
Key: 5877, Value: 52467
Key: 6883, Value: 41670
Key: 888, Value: 34588
Key: 888, Value: 36790
Key: 4890, Value: 97292
Key: 3891, Value: 35256
Key: 899, Value: 5210
Key: 2906, Value: 66590
Key: 2906, Value: 89266
Key: 2906, Value: 80597
Key: 4911, Value: 83866
Key: 8916, Value: 25186
Key: 9917, Value: 58113
Key: 9917, Value: 9846
Key: 9922, Value: 64139
Key: 9922, Value: 29491
Key: 9922, Value: 80831
Key: 8925, Value: 59710
Key: 4927, Value: 36271
Key: 1936, Value: 84101
Key: 1936, Value: 22074
Key: 7941, Value: 69811
Key: 1960, Value: 51380
Key: 1960, Value: 29322
Key: 9960, Value: 35426
Key: 6961, Value: 84464
Key: 6961, Value: 12637
Key: 8963, Value: 7003
Key: 9964, Value: 94939
Key: 3980, Value: 35774
Key: 3980, Value: 32103
Key: 3980, Value: 58329
Key: 1987, Value: 65505
Key: 8991, Value: 98508
Key: 8991, Value: 6384
Key: 3997, Value: 91966
Key: 3997, Value: 78844
